,Table 1. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Alabama:  2009-2013,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,State,Table 2. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Alaska:  2009-2013,Table 3. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Arizona:  2009-2013,Table 4. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Arkansas:  2009-2013,Table 5. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for California:  2009-2013,Table 6. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Colorado:  2009-2013,Table 7. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Connecticut:  2009-2013,Table 8. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Delaware:  2009-2013,Table 9. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for District of Columbia:  2009-2013,Table 10. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Florida:  2009-2013,Table 11. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Georgia:  2009-2013,Table 12. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Hawaii:  2009-2013,Table 13. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Idaho:  2009-2013,Table 14. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Illinois:  2009-2013,Table 15. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Indiana:  2009-2013,Table 16. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Iowa:  2009-2013,Table 17. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Kansas:  2009-2013,Table 18. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Kentucky:  2009-2013,Table 19. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Louisiana:  2009-2013,Table 20. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Maine:  2009-2013,Table 21. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Maryland:  2009-2013,Table 22. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Massachusetts:  2009-2013,Table 23. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Michigan:  2009-2013,Table 24. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Minnesota:  2009-2013,Table 25. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Mississippi:  2009-2013,Table 26. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Missouri:  2009-2013,Table 27. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Montana:  2009-2013,Table 28. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Nebraska:  2009-2013,Table 29. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Nevada:  2009-2013,Table 30. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for New Hampshire:  2009-2013,Table 31. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for New Jersey:  2009-2013,Table 32. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for New Mexico:  2009-2013,Table 33. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for New York:  2009-2013,Table 34. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for North Carolina:  2009-2013,Table 35. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for North Dakota:  2009-2013,Table 36. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Ohio:  2009-2013,Table 37. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Oklahoma:  2009-2013,Table 38. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Oregon:  2009-2013,Table 39. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Pennsylvania:  2009-2013,Table 40. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Rhode Island:  2009-2013,Table 41. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for South Carolina:  2009-2013,Table 42. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for South Dakota:  2009-2013,Table 43. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Tennessee:  2009-2013,Table 44. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Texas:  2009-2013,Table 45. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Utah:  2009-2013,Table 46. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Vermont:  2009-2013,Table 47. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Virginia:  2009-2013,Table 48. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Washington:  2009-2013,Table 49. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for West Virginia:  2009-2013,Table 50. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Wisconsin:  2009-2013,Table 51. Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over for Wyoming:  2009-2013
2776,,1675,447,930,355,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Nepali,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,,65,66,(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Sindhi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,,(D),(D),(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Pakistan n.e.c.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,,570,186,80,60,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Sinhalese,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,,100,52,(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Jamaican Creole,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,,185,116,60,67,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Krio,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,,80,60,(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Pidgin,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,,70,51,(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Catalonian,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,,1400,578,410,216,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Romanian,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,,(D),(D),(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Welsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,,120,68,25,25,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Irish Gaelic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,,20,17,(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Scottic Gaelic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,,365,182,110,69,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Albanian,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,,100,60,25,35,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Lithuanian,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,,795,257,100,72,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Latvian,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,,115,100,75,63,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Pashto,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,,320,207,75,73,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Kurdish,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,,16730,1137,7495,756,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,,1555,357,655,210,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Cantonese,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,,2645,461,945,297,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Mandarin,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,,260,117,90,74,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Formosan,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,,(D),(D),(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Kazakh,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,,55,92,30,46,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Uighur,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,,30,34,(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Azerbaijani,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,,765,281,285,167,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,,40,46,(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Mongolian,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,,4930,876,850,330,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Telugu,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,,750,278,85,71,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Kannada,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,,1365,424,165,98,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Malayalam,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,,3585,656,870,373,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Tamil,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,,1295,410,685,260,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Tibetan,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,,1000,381,790,338,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Burmese,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,,4490,908,4045,847,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Karen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,,360,148,180,112,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Indonesian,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,,35,41,(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Malagasy,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,,115,79,50,61,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Malay,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,,230,107,95,62,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Bisayan,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,,235,104,85,59,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Sebuano,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,,80,68,45,36,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Ilocano,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,,(D),(D),(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Bikol,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,,80,105,(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Pampangan,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,,45,64,(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Micronesian,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,,80,54,(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Chamorro,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,,(D),(D),(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Kusaiean,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,,(D),(D),(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Mokilese,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,,20,21,(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,,75,8,50,20,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Trukese,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,,(D),(D),(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Yapese,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,,60,60,(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Melanesian,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,,165,81,70,63,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Samoan,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,,10,12,(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Tongan,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,,(D),(D),(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Fijian,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,,140,123,(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Hawaiian,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,,(D),(D),(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Aleut,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,,30,46,(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Inupik,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,,(D),(D),(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Blackfoot,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,,80,81,(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Cheyenne,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,,(D),(D),(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,,4,7,(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Menomini,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,,4565,462,400,123,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Ojibwa,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,,(D),(D),(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Kuchin,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,,40,55,(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Apache,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,,(D),(D),(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Nez Perce,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,,40,48,(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Diegueno,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,,(D),(D),(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Hidatsa,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,,750,224,50,36,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,,(D),(D),(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Muskogee,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,,(D),(D),(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Seneca,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,,25,37,(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Cherokee,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,,375,197,45,29,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..American Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,,9490,1009,4395,504,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Amharic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,,45,55,(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Berber,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,,245,124,70,78,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Chadic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,,38135,2032,18500,1124,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Cushite,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,,530,375,140,115,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Sudanic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,,970,348,315,163,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Nilotic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,,170,149,(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Nilo-Hamitic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,,4360,741,1025,287,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Swahili,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,,1935,558,315,175,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Bantu,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,,1640,511,500,208,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Mande,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,,230,122,55,42,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Fulani,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,,6425,781,1555,326,Mississippi,,,,,,,,,,,,,,,,,,,,,,,"..Kru, Ibo, Yoruba",,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,,205,165,55,67,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Efik,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,,150,110,100,98,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..African,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,,3175,358,595,146,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Finnish,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,,100,60,30,25,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Estonian,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,,45,50,30,34,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Caucasian,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,,(D),(D),(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Basque,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,,50,41,(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Syriac,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,,955,349,760,290,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Mayan languages,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,,4,12,4,12,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Oto - Manguen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,,75,113,70,112,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Quechua,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,,(D),(D),(D),(D),Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Arawakian,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,,90,50,(B),--,Mississippi,,,,,,,,,,,,,,,,,,,,,,,..Uncodable,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,,65295,1971,28985,1418,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,,4315,561,1005,270,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..French,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,,15,21,(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Patois,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,,410,167,35,33,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Cajun,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,,470,197,80,57,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Portuguese,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,,3145,403,690,203,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..German,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,,35,32,(D),(D),Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Pennsylvania Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,,215,119,(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,,95,73,(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Afrikaans,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,,(D),(D),(D),(D),Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Swedish,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,,50,37,40,33,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Danish,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,,135,81,(D),(D),Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Norwegian,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,,30,38,(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Serbocroatian,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,,35,32,20,18,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Croatian,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,,30,47,(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Serbian,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,,(D),(D),(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Ukrainian,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,,160,90,40,34,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Czech,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,,65,79,(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Slovak,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,,525,308,255,221,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..India n.e.c.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,,265,148,90,72,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Bengali,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,,530,206,190,119,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Panjabi,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,,125,85,25,27,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Marathi,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,,(D),(D),(D),(D),Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Bihari,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,,110,83,80,91,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Nepali,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,,(D),(D),(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Sindhi,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,,160,117,110,87,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Sinhalese,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,,(D),(D),(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Jamaican Creole,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,,105,85,(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Romanian,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,,80,52,(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Irish Gaelic,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,,25,36,20,35,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Lithuanian,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,,(D),(D),(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Latvian,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,,(D),(D),(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Kurdish,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,,3675,728,2235,505,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,,135,90,60,37,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Cantonese,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,,280,158,160,107,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Mandarin,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,,75,78,(D),(D),Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Formosan,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,,370,229,80,75,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Turkish,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,,440,208,(D),(D),Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Telugu,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,,25,27,(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Kannada,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,,95,112,(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Malayalam,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,,130,98,(D),(D),Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Tamil,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,,(D),(D),(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Burmese,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,,(D),(D),(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Mien,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,,55,65,(D),(D),Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Indonesian,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,,45,40,(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Malay,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,,70,87,45,65,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Bisayan,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,,315,360,(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Sebuano,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,,(D),(D),(D),(D),Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Bikol,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,,(D),(D),(D),(D),Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Chamorro,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,,(D),(D),(D),(D),Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Marshallese,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,,15,17,(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Samoan,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,,(D),(D),(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Hawaiian,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,,(D),(D),(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Inupik,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,,(D),(D),(D),(D),Missouri,,,,,,,,,,,,,,,,,,,,,,,,..French Cree,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,,(D),(D),(D),(D),Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Salish,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,,(D),(D),(B),--,Missouri,,,,,,,,,,,,,,,,,,,,,,,,..Apache,,,,,,,,,,,,,,,,,,,,,,,,,,
